DateTime,Junction,Vehicles,ID,Speed,Hour,Weekday,Congestion
2015-11-03 23:00:00,1,20,20151103231,60,23,1,Smooth
2015-11-04 00:00:00,1,18,20151104001,62,0,2,Smooth
2015-11-04 01:00:00,1,18,20151104011,62,1,2,Smooth
2015-11-04 02:00:00,1,13,20151104021,67,2,2,Smooth
2015-11-04 03:00:00,1,13,20151104031,67,3,2,Smooth
2015-11-04 04:00:00,1,10,20151104041,70,4,2,Smooth
2015-11-04 05:00:00,1,12,20151104051,68,5,2,Smooth
2015-11-04 06:00:00,1,13,20151104061,67,6,2,Smooth
2015-11-04 07:00:00,1,11,20151104071,69,7,2,Smooth
2015-11-04 08:00:00,1,13,20151104081,67,8,2,Smooth
2015-11-04 09:00:00,1,22,20151104091,58,9,2,Smooth
2015-11-04 10:00:00,1,26,20151104101,54,10,2,Smooth
2015-11-04 11:00:00,1,27,20151104111,53,11,2,Smooth
2015-11-04 12:00:00,1,31,20151104121,49,12,2,Smooth
2015-11-04 13:00:00,1,24,20151104131,56,13,2,Smooth
2015-11-04 14:00:00,1,23,20151104141,57,14,2,Smooth
2015-11-04 15:00:00,1,26,20151104151,54,15,2,Smooth
2015-11-04 16:00:00,1,26,20151104161,54,16,2,Smooth
2015-11-04 17:00:00,1,24,20151104171,56,17,2,Smooth
2015-11-04 18:00:00,1,23,20151104181,57,18,2,Smooth
2015-11-04 19:00:00,1,25,20151104191,55,19,2,Smooth
2015-11-04 20:00:00,1,26,20151104201,54,20,2,Smooth
2015-11-04 21:00:00,1,24,20151104211,56,21,2,Smooth
2015-11-04 22:00:00,1,26,20151104221,54,22,2,Smooth
2015-11-04 23:00:00,1,24,20151104231,56,23,2,Smooth
2015-11-05 00:00:00,1,19,20151105001,61,0,3,Smooth
2015-11-05 01:00:00,1,20,20151105011,60,1,3,Smooth
2015-11-05 02:00:00,1,18,20151105021,62,2,3,Smooth
2015-11-05 03:00:00,1,13,20151105031,67,3,3,Smooth
2015-11-05 04:00:00,1,13,20151105041,67,4,3,Smooth
2015-11-05 05:00:00,1,9,20151105051,71,5,3,Smooth
2015-11-05 06:00:00,1,12,20151105061,68,6,3,Smooth
2015-11-05 07:00:00,1,12,20151105071,68,7,3,Smooth
2015-11-05 08:00:00,1,15,20151105081,65,8,3,Smooth
2015-11-05 09:00:00,1,16,20151105091,64,9,3,Smooth
2015-11-05 10:00:00,1,23,20151105101,57,10,3,Smooth
2015-11-05 11:00:00,1,24,20151105111,56,11,3,Smooth
2015-11-05 12:00:00,1,25,20151105121,55,12,3,Smooth
2015-11-05 13:00:00,1,24,20151105131,56,13,3,Smooth
2015-11-05 14:00:00,1,26,20151105141,54,14,3,Smooth
2015-11-05 15:00:00,1,22,20151105151,58,15,3,Smooth
2015-11-05 16:00:00,1,20,20151105161,60,16,3,Smooth
2015-11-05 17:00:00,1,20,20151105171,60,17,3,Smooth
2015-11-05 18:00:00,1,22,20151105181,58,18,3,Smooth
2015-11-05 19:00:00,1,26,20151105191,54,19,3,Smooth
2015-11-05 20:00:00,1,22,20151105201,58,20,3,Smooth
2015-11-05 21:00:00,1,21,20151105211,59,21,3,Smooth
2015-11-05 22:00:00,1,21,20151105221,59,22,3,Smooth
2015-11-05 23:00:00,1,21,20151105231,59,23,3,Smooth
2015-11-06 00:00:00,1,16,20151106001,64,0,4,Smooth
2015-11-06 01:00:00,1,18,20151106011,62,1,4,Smooth
2015-11-06 02:00:00,1,19,20151106021,61,2,4,Smooth
2015-11-06 03:00:00,1,14,20151106031,66,3,4,Smooth
2015-11-06 04:00:00,1,12,20151106041,68,4,4,Smooth
2015-11-06 05:00:00,1,13,20151106051,67,5,4,Smooth
2015-11-06 06:00:00,1,14,20151106061,66,6,4,Smooth
2015-11-06 07:00:00,1,14,20151106071,66,7,4,Smooth
2015-11-06 08:00:00,1,13,20151106081,67,8,4,Smooth
2015-11-06 09:00:00,1,20,20151106091,60,9,4,Smooth
2015-11-06 10:00:00,1,22,20151106101,58,10,4,Smooth
2015-11-06 11:00:00,1,26,20151106111,54,11,4,Smooth
2015-11-06 12:00:00,1,26,20151106121,54,12,4,Smooth
2015-11-06 13:00:00,1,21,20151106131,59,13,4,Smooth
2015-11-06 14:00:00,1,23,20151106141,57,14,4,Smooth
2015-11-06 15:00:00,1,23,20151106151,57,15,4,Smooth
2015-11-06 16:00:00,1,19,20151106161,61,16,4,Smooth
2015-11-06 17:00:00,1,19,20151106171,61,17,4,Smooth
2015-11-06 18:00:00,1,20,20151106181,60,18,4,Smooth
2015-11-06 19:00:00,1,24,20151106191,56,19,4,Smooth
2015-11-06 20:00:00,1,18,20151106201,62,20,4,Smooth
2015-11-06 21:00:00,1,19,20151106211,61,21,4,Smooth
2015-11-06 22:00:00,1,16,20151106221,64,22,4,Smooth
2015-11-06 23:00:00,1,17,20151106231,63,23,4,Smooth
2015-11-07 00:00:00,1,16,20151107001,64,0,5,Heavy
2015-11-07 01:00:00,1,16,20151107011,64,1,5,Heavy
2015-11-07 02:00:00,1,10,20151107021,70,2,5,Heavy
2015-11-07 03:00:00,1,9,20151107031,71,3,5,Heavy
2015-11-07 04:00:00,1,8,20151107041,72,4,5,Heavy
2015-11-07 05:00:00,1,7,20151107051,73,5,5,Heavy
2015-11-07 06:00:00,1,9,20151107061,71,6,5,Heavy
2015-11-07 07:00:00,1,8,20151107071,72,7,5,Heavy
2015-11-07 08:00:00,1,12,20151107081,68,8,5,Smooth
2015-11-07 09:00:00,1,13,20151107091,67,9,5,Smooth
2015-11-07 10:00:00,1,17,20151107101,63,10,5,Smooth
2015-11-07 11:00:00,1,14,20151107111,66,11,5,Smooth
2015-11-07 12:00:00,1,14,20151107121,66,12,5,Smooth
2015-11-07 13:00:00,1,14,20151107131,66,13,5,Smooth
2015-11-07 14:00:00,1,14,20151107141,66,14,5,Smooth
2015-11-07 15:00:00,1,11,20151107151,69,15,5,Smooth
2015-11-07 16:00:00,1,15,20151107161,65,16,5,Smooth
2015-11-07 17:00:00,1,13,20151107171,67,17,5,Smooth
2015-11-07 18:00:00,1,12,20151107181,68,18,5,Smooth
2015-11-07 19:00:00,1,17,20151107191,63,19,5,Smooth
2015-11-07 20:00:00,1,18,20151107201,62,20,5,Smooth
2015-11-07 21:00:00,1,17,20151107211,63,21,5,Smooth
2015-11-07 22:00:00,1,16,20151107221,64,22,5,Smooth
2015-11-07 23:00:00,1,15,20151107231,65,23,5,Smooth
2015-11-08 00:00:00,1,13,20151108001,67,0,6,Heavy
2015-11-08 01:00:00,1,16,20151108011,64,1,6,Heavy
2015-11-08 02:00:00,1,11,20151108021,69,2,6,Heavy
2015-11-08 03:00:00,1,8,20151108031,72,3,6,Heavy
2015-11-08 04:00:00,1,10,20151108041,70,4,6,Heavy
2015-11-08 05:00:00,1,10,20151108051,70,5,6,Heavy
2015-11-08 06:00:00,1,10,20151108061,70,6,6,Heavy
2015-11-08 07:00:00,1,9,20151108071,71,7,6,Heavy
2015-11-08 08:00:00,1,11,20151108081,69,8,6,Smooth
2015-11-08 09:00:00,1,12,20151108091,68,9,6,Smooth
2015-11-08 10:00:00,1,18,20151108101,62,10,6,Smooth
2015-11-08 11:00:00,1,14,20151108111,66,11,6,Smooth
2015-11-08 12:00:00,1,17,20151108121,63,12,6,Smooth
2015-11-08 13:00:00,1,14,20151108131,66,13,6,Smooth
2015-11-08 14:00:00,1,14,20151108141,66,14,6,Smooth
2015-11-08 15:00:00,1,14,20151108151,66,15,6,Smooth
2015-11-08 16:00:00,1,12,20151108161,68,16,6,Smooth
2015-11-08 17:00:00,1,14,20151108171,66,17,6,Smooth
2015-11-08 18:00:00,1,18,20151108181,62,18,6,Smooth
2015-11-08 19:00:00,1,13,20151108191,67,19,6,Smooth
2015-11-08 20:00:00,1,16,20151108201,64,20,6,Smooth
2015-11-08 21:00:00,1,18,20151108211,62,21,6,Smooth
2015-11-08 22:00:00,1,14,20151108221,66,22,6,Smooth
2015-11-08 23:00:00,1,14,20151108231,66,23,6,Smooth
2015-11-09 00:00:00,1,13,20151109001,67,0,0,Heavy
2015-11-09 01:00:00,1,15,20151109011,65,1,0,Heavy
2015-11-09 02:00:00,1,11,20151109021,69,2,0,Heavy
2015-11-09 03:00:00,1,10,20151109031,70,3,0,Heavy
2015-11-09 04:00:00,1,9,20151109041,71,4,0,Heavy
2015-11-09 05:00:00,1,8,20151109051,72,5,0,Heavy
2015-11-09 06:00:00,1,8,20151109061,72,6,0,Heavy
2015-11-09 07:00:00,1,10,20151109071,70,7,0,Heavy
2015-11-09 08:00:00,1,11,20151109081,69,8,0,Heavy
2015-11-09 09:00:00,1,17,20151109091,63,9,0,Smooth
2015-11-09 10:00:00,1,19,20151109101,61,10,0,Smooth
2015-11-09 11:00:00,1,22,20151109111,58,11,0,Smooth
2015-11-09 12:00:00,1,23,20151109121,57,12,0,Smooth
2015-11-09 13:00:00,1,23,20151109131,57,13,0,Smooth
2015-11-09 14:00:00,1,24,20151109141,56,14,0,Smooth
2015-11-09 15:00:00,1,24,20151109151,56,15,0,Smooth
2015-11-09 16:00:00,1,19,20151109161,61,16,0,Smooth
2015-11-09 17:00:00,1,19,20151109171,61,17,0,Smooth
2015-11-09 18:00:00,1,20,20151109181,60,18,0,Smooth
2015-11-09 19:00:00,1,31,20151109191,49,19,0,Smooth
2015-11-09 20:00:00,1,25,20151109201,55,20,0,Smooth
2015-11-09 21:00:00,1,35,20151109211,45,21,0,Smooth
2015-11-09 22:00:00,1,21,20151109221,59,22,0,Smooth
2015-11-09 23:00:00,1,24,20151109231,56,23,0,Smooth
2015-11-10 00:00:00,1,19,20151110001,61,0,1,Smooth
2015-11-10 01:00:00,1,19,20151110011,61,1,1,Smooth
2015-11-10 02:00:00,1,18,20151110021,62,2,1,Smooth
2015-11-10 03:00:00,1,17,20151110031,63,3,1,Smooth
2015-11-10 04:00:00,1,12,20151110041,68,4,1,Smooth
2015-11-10 05:00:00,1,10,20151110051,70,5,1,Smooth
2015-11-10 06:00:00,1,14,20151110061,66,6,1,Smooth
2015-11-10 07:00:00,1,15,20151110071,65,7,1,Smooth
2015-11-10 08:00:00,1,14,20151110081,66,8,1,Smooth
2015-11-10 09:00:00,1,34,20151110091,46,9,1,Smooth
2015-11-10 10:00:00,1,40,20151110101,40,10,1,Smooth
2015-11-10 11:00:00,1,38,20151110111,42,11,1,Smooth
2015-11-10 12:00:00,1,36,20151110121,44,12,1,Smooth
2015-11-10 13:00:00,1,27,20151110131,53,13,1,Smooth
2015-11-10 14:00:00,1,48,20151110141,32,14,1,Smooth
2015-11-10 15:00:00,1,43,20151110151,37,15,1,Smooth
2015-11-10 16:00:00,1,41,20151110161,39,16,1,Smooth
2015-11-10 17:00:00,1,35,20151110171,45,17,1,Smooth
2015-11-10 18:00:00,1,40,20151110181,40,18,1,Smooth
2015-11-10 19:00:00,1,40,20151110191,40,19,1,Smooth
2015-11-10 20:00:00,1,40,20151110201,40,20,1,Smooth
2015-11-10 21:00:00,1,36,20151110211,44,21,1,Smooth
2015-11-10 22:00:00,1,37,20151110221,43,22,1,Smooth
2015-11-10 23:00:00,1,35,20151110231,45,23,1,Smooth
2015-11-11 00:00:00,1,28,20151111001,52,0,2,Smooth
2015-11-11 01:00:00,1,25,20151111011,55,1,2,Smooth
2015-11-11 02:00:00,1,19,20151111021,61,2,2,Smooth
2015-11-11 03:00:00,1,21,20151111031,59,3,2,Smooth
2015-11-11 04:00:00,1,20,20151111041,60,4,2,Smooth
2015-11-11 05:00:00,1,15,20151111051,65,5,2,Smooth
2015-11-11 06:00:00,1,17,20151111061,63,6,2,Smooth
2015-11-11 07:00:00,1,14,20151111071,66,7,2,Smooth
2015-11-11 08:00:00,1,19,20151111081,61,8,2,Smooth
2015-11-11 09:00:00,1,22,20151111091,58,9,2,Smooth
2015-11-11 10:00:00,1,30,20151111101,50,10,2,Smooth
2015-11-11 11:00:00,1,26,20151111111,54,11,2,Smooth
2015-11-11 12:00:00,1,26,20151111121,54,12,2,Smooth
2015-11-11 13:00:00,1,23,20151111131,57,13,2,Smooth
2015-11-11 14:00:00,1,23,20151111141,57,14,2,Smooth
2015-11-11 15:00:00,1,24,20151111151,56,15,2,Smooth
2015-11-11 16:00:00,1,22,20151111161,58,16,2,Smooth
2015-11-11 17:00:00,1,24,20151111171,56,17,2,Smooth
2015-11-11 18:00:00,1,26,20151111181,54,18,2,Smooth
2015-11-11 19:00:00,1,27,20151111191,53,19,2,Smooth
2015-11-11 20:00:00,1,22,20151111201,58,20,2,Smooth
2015-11-11 21:00:00,1,23,20151111211,57,21,2,Smooth
2015-11-11 22:00:00,1,22,20151111221,58,22,2,Smooth
2015-11-11 23:00:00,1,22,20151111231,58,23,2,Smooth
2015-11-12 00:00:00,1,22,20151112001,58,0,3,Smooth
2015-11-12 01:00:00,1,17,20151112011,63,1,3,Smooth
2015-11-12 02:00:00,1,15,20151112021,65,2,3,Smooth
2015-11-12 03:00:00,1,12,20151112031,68,3,3,Smooth
2015-11-12 04:00:00,1,13,20151112041,67,4,3,Smooth
2015-11-12 05:00:00,1,9,20151112051,71,5,3,Smooth
2015-11-12 06:00:00,1,14,20151112061,66,6,3,Smooth
2015-11-12 07:00:00,1,13,20151112071,67,7,3,Smooth
2015-11-12 08:00:00,1,15,20151112081,65,8,3,Smooth
2015-11-12 09:00:00,1,27,20151112091,53,9,3,Smooth
2015-11-12 10:00:00,1,39,20151112101,41,10,3,Smooth
2015-11-12 11:00:00,1,40,20151112111,40,11,3,Smooth
2015-11-12 12:00:00,1,36,20151112121,44,12,3,Smooth
2015-11-12 13:00:00,1,34,20151112131,46,13,3,Smooth
2015-11-12 14:00:00,1,33,20151112141,47,14,3,Smooth
2015-11-12 15:00:00,1,28,20151112151,52,15,3,Smooth
2015-11-12 16:00:00,1,30,20151112161,50,16,3,Smooth
2015-11-12 17:00:00,1,26,20151112171,54,17,3,Smooth
2015-11-12 18:00:00,1,30,20151112181,50,18,3,Smooth
2015-11-12 19:00:00,1,35,20151112191,45,19,3,Smooth
2015-11-12 20:00:00,1,38,20151112201,42,20,3,Smooth
2015-11-12 21:00:00,1,34,20151112211,46,21,3,Smooth
2015-11-12 22:00:00,1,30,20151112221,50,22,3,Smooth
2015-11-12 23:00:00,1,27,20151112231,53,23,3,Smooth
2015-11-13 00:00:00,1,24,20151113001,56,0,4,Smooth
2015-11-13 01:00:00,1,21,20151113011,59,1,4,Smooth
2015-11-13 02:00:00,1,16,20151113021,64,2,4,Smooth
2015-11-13 03:00:00,1,16,20151113031,64,3,4,Smooth
2015-11-13 04:00:00,1,13,20151113041,67,4,4,Smooth
2015-11-13 05:00:00,1,11,20151113051,69,5,4,Smooth
2015-11-13 06:00:00,1,13,20151113061,67,6,4,Smooth
2015-11-13 07:00:00,1,15,20151113071,65,7,4,Smooth
2015-11-13 08:00:00,1,17,20151113081,63,8,4,Smooth
2015-11-13 09:00:00,1,18,20151113091,62,9,4,Smooth
2015-11-13 10:00:00,1,24,20151113101,56,10,4,Smooth
2015-11-13 11:00:00,1,41,20151113111,39,11,4,Smooth
2015-11-13 12:00:00,1,29,20151113121,51,12,4,Smooth
2015-11-13 13:00:00,1,25,20151113131,55,13,4,Smooth
2015-11-13 14:00:00,1,25,20151113141,55,14,4,Smooth
2015-11-13 15:00:00,1,26,20151113151,54,15,4,Smooth
2015-11-13 16:00:00,1,25,20151113161,55,16,4,Smooth
2015-11-13 17:00:00,1,24,20151113171,56,17,4,Smooth
2015-11-13 18:00:00,1,26,20151113181,54,18,4,Smooth
2015-11-13 19:00:00,1,24,20151113191,56,19,4,Smooth
2015-11-13 20:00:00,1,28,20151113201,52,20,4,Smooth
2015-11-13 21:00:00,1,22,20151113211,58,21,4,Smooth
2015-11-13 22:00:00,1,23,20151113221,57,22,4,Smooth
2015-11-13 23:00:00,1,18,20151113231,62,23,4,Smooth
2015-11-14 00:00:00,1,21,20151114001,59,0,5,Heavy
2015-11-14 01:00:00,1,20,20151114011,60,1,5,Heavy
2015-11-14 02:00:00,1,15,20151114021,65,2,5,Heavy
2015-11-14 03:00:00,1,13,20151114031,67,3,5,Heavy
2015-11-14 04:00:00,1,10,20151114041,70,4,5,Heavy
2015-11-14 05:00:00,1,10,20151114051,70,5,5,Heavy
2015-11-14 06:00:00,1,12,20151114061,68,6,5,Heavy
2015-11-14 07:00:00,1,9,20151114071,71,7,5,Heavy
2015-11-14 08:00:00,1,11,20151114081,69,8,5,Smooth
2015-11-14 09:00:00,1,15,20151114091,65,9,5,Smooth
2015-11-14 10:00:00,1,16,20151114101,64,10,5,Smooth
2015-11-14 11:00:00,1,16,20151114111,64,11,5,Smooth
2015-11-14 12:00:00,1,12,20151114121,68,12,5,Smooth
2015-11-14 13:00:00,1,11,20151114131,69,13,5,Smooth
2015-11-14 14:00:00,1,14,20151114141,66,14,5,Smooth
2015-11-14 15:00:00,1,16,20151114151,64,15,5,Smooth
2015-11-14 16:00:00,1,18,20151114161,62,16,5,Smooth
2015-11-14 17:00:00,1,13,20151114171,67,17,5,Smooth
2015-11-14 18:00:00,1,17,20151114181,63,18,5,Smooth
2015-11-14 19:00:00,1,15,20151114191,65,19,5,Smooth
2015-11-14 20:00:00,1,19,20151114201,61,20,5,Smooth
2015-11-14 21:00:00,1,15,20151114211,65,21,5,Smooth
2015-11-14 22:00:00,1,19,20151114221,61,22,5,Smooth
2015-11-14 23:00:00,1,15,20151114231,65,23,5,Smooth
2015-11-15 00:00:00,1,15,20151115001,65,0,6,Heavy
2015-11-15 01:00:00,1,13,20151115011,67,1,6,Heavy
2015-11-15 02:00:00,1,14,20151115021,66,2,6,Heavy
2015-11-15 03:00:00,1,10,20151115031,70,3,6,Heavy
2015-11-15 04:00:00,1,8,20151115041,72,4,6,Heavy
2015-11-15 05:00:00,1,9,20151115051,71,5,6,Heavy
2015-11-15 06:00:00,1,9,20151115061,71,6,6,Heavy
2015-11-15 07:00:00,1,9,20151115071,71,7,6,Heavy
2015-11-15 08:00:00,1,9,20151115081,71,8,6,Smooth
2015-11-15 09:00:00,1,16,20151115091,64,9,6,Smooth
2015-11-15 10:00:00,1,18,20151115101,62,10,6,Smooth
2015-11-15 11:00:00,1,18,20151115111,62,11,6,Smooth
2015-11-15 12:00:00,1,17,20151115121,63,12,6,Smooth
2015-11-15 13:00:00,1,18,20151115131,62,13,6,Smooth
2015-11-15 14:00:00,1,14,20151115141,66,14,6,Smooth
2015-11-15 15:00:00,1,15,20151115151,65,15,6,Smooth
2015-11-15 16:00:00,1,13,20151115161,67,16,6,Smooth
2015-11-15 17:00:00,1,15,20151115171,65,17,6,Smooth
2015-11-15 18:00:00,1,19,20151115181,61,18,6,Smooth
2015-11-15 19:00:00,1,18,20151115191,62,19,6,Smooth
2015-11-15 20:00:00,1,21,20151115201,59,20,6,Smooth
2015-11-15 21:00:00,1,17,20151115211,63,21,6,Smooth
2015-11-15 22:00:00,1,17,20151115221,63,22,6,Smooth
2015-11-15 23:00:00,1,15,20151115231,65,23,6,Smooth
2015-11-16 00:00:00,1,17,20151116001,63,0,0,Heavy
2015-11-16 01:00:00,1,14,20151116011,66,1,0,Heavy
2015-11-16 02:00:00,1,13,20151116021,67,2,0,Heavy
2015-11-16 03:00:00,1,15,20151116031,65,3,0,Heavy
2015-11-16 04:00:00,1,12,20151116041,68,4,0,Heavy
2015-11-16 05:00:00,1,12,20151116051,68,5,0,Heavy
2015-11-16 06:00:00,1,13,20151116061,67,6,0,Heavy
2015-11-16 07:00:00,1,14,20151116071,66,7,0,Heavy
2015-11-16 08:00:00,1,13,20151116081,67,8,0,Heavy
2015-11-16 09:00:00,1,16,20151116091,64,9,0,Smooth
2015-11-16 10:00:00,1,26,20151116101,54,10,0,Smooth
2015-11-16 11:00:00,1,21,20151116111,59,11,0,Smooth
2015-11-16 12:00:00,1,26,20151116121,54,12,0,Smooth
2015-11-16 13:00:00,1,24,20151116131,56,13,0,Smooth
2015-11-16 14:00:00,1,26,20151116141,54,14,0,Smooth
2015-11-16 15:00:00,1,22,20151116151,58,15,0,Smooth
2015-11-16 16:00:00,1,24,20151116161,56,16,0,Smooth
2015-11-16 17:00:00,1,26,20151116171,54,17,0,Smooth
2015-11-16 18:00:00,1,23,20151116181,57,18,0,Smooth
2015-11-16 19:00:00,1,29,20151116191,51,19,0,Smooth
2015-11-16 20:00:00,1,31,20151116201,49,20,0,Smooth
2015-11-16 21:00:00,1,27,20151116211,53,21,0,Smooth
2015-11-16 22:00:00,1,27,20151116221,53,22,0,Smooth
2015-11-16 23:00:00,1,26,20151116231,54,23,0,Smooth
2015-11-17 00:00:00,1,23,20151117001,57,0,1,Smooth
2015-11-17 01:00:00,1,21,20151117011,59,1,1,Smooth
2015-11-17 02:00:00,1,19,20151117021,61,2,1,Smooth
2015-11-17 03:00:00,1,16,20151117031,64,3,1,Smooth
2015-11-17 04:00:00,1,11,20151117041,69,4,1,Smooth
2015-11-17 05:00:00,1,11,20151117051,69,5,1,Smooth
2015-11-17 06:00:00,1,15,20151117061,65,6,1,Smooth
2015-11-17 07:00:00,1,12,20151117071,68,7,1,Smooth
2015-11-17 08:00:00,1,12,20151117081,68,8,1,Smooth
2015-11-17 09:00:00,1,18,20151117091,62,9,1,Smooth
2015-11-17 10:00:00,1,31,20151117101,49,10,1,Smooth
2015-11-17 11:00:00,1,42,20151117111,38,11,1,Smooth
2015-11-17 12:00:00,1,37,20151117121,43,12,1,Smooth
2015-11-17 13:00:00,1,30,20151117131,50,13,1,Smooth
2015-11-17 14:00:00,1,33,20151117141,47,14,1,Smooth
2015-11-17 15:00:00,1,28,20151117151,52,15,1,Smooth
2015-11-17 16:00:00,1,29,20151117161,51,16,1,Smooth
2015-11-17 17:00:00,1,28,20151117171,52,17,1,Smooth
2015-11-17 18:00:00,1,28,20151117181,52,18,1,Smooth
2015-11-17 19:00:00,1,31,20151117191,49,19,1,Smooth
2015-11-17 20:00:00,1,28,20151117201,52,20,1,Smooth
2015-11-17 21:00:00,1,26,20151117211,54,21,1,Smooth
2015-11-17 22:00:00,1,26,20151117221,54,22,1,Smooth
2015-11-17 23:00:00,1,27,20151117231,53,23,1,Smooth
2015-11-18 00:00:00,1,24,20151118001,56,0,2,Smooth
2015-11-18 01:00:00,1,23,20151118011,57,1,2,Smooth
2015-11-18 02:00:00,1,20,20151118021,60,2,2,Smooth
2015-11-18 03:00:00,1,19,20151118031,61,3,2,Smooth
2015-11-18 04:00:00,1,20,20151118041,60,4,2,Smooth
2015-11-18 05:00:00,1,16,20151118051,64,5,2,Smooth
2015-11-18 06:00:00,1,19,20151118061,61,6,2,Smooth
2015-11-18 07:00:00,1,16,20151118071,64,7,2,Smooth
2015-11-18 08:00:00,1,17,20151118081,63,8,2,Smooth
2015-11-18 09:00:00,1,19,20151118091,61,9,2,Smooth
2015-11-18 10:00:00,1,30,20151118101,50,10,2,Smooth
2015-11-18 11:00:00,1,44,20151118111,36,11,2,Smooth
2015-11-18 12:00:00,1,35,20151118121,45,12,2,Smooth
2015-11-18 13:00:00,1,34,20151118131,46,13,2,Smooth
